Dataset di provenienza;tipo_metafora;testo;etichetta;argomento;veicolo;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel neonato? È un bambolotto;1;neonato;bambolotto;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel strozzino? È un cannibale;1;strozzino;cannibale;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel mento? È un precipizio;1;mento;precipizio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel viso? È una seta;1;viso;seta;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel ginnasta? È un burattino;1;ginnasta;burattino;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella ballerina? È una libellula;1;ballerina;libellula;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel ricordo? È un'essenza;1;ricordo;essenza;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella nebbia? È un muro;1;nebbia ;muro;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella curiosità? È un acido;1;curiosità;acido;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella maestra? È una ricotta;1;maestra;ricotta;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella memoria? È un registratore;1;memoria;registratore;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella filosofia? È una bussola;1;filosofia;bussola;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella nuotata? È un massaggio;1;nuotata;massaggio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel filmato? È una bestemmia;1;filmato;bestemmia;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel processo? È una farsa;1;processo;farsa;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella voce? È una antifurto;1;voce;antifurto;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella vita? È un pellegrinaggio;1;vita;pellegrinaggio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella giustificazione? È una porcellana;1;giustificazione;porcellana;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel tombino? È una fogna;0;tombino;fogna;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'argine? È una diga;0;argine;diga;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel veicolo? È un carrarmato;0;veicolo;carrarmato;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'animaletto? È una zecca;0;animaletto;zecca;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel felino? È un leone;0;felino;leone;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'arbusto? È un cespuglio;0;arbusto;cespuglio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella crema? È un balsamo;0;crema;balsamo;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel fiore? È una rosa;0;fiore;rosa;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella pastiglia? È un sonnifero;0;pastiglia;sonnifero;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel tiratore? È un cecchino;0;tiratore;cecchino;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella tisana? È una camomilla;0;tisana;camomilla;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella scossa? È un terremoto;0;scossa;terremoto;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'albero? È una quercia;0;albero;quercia;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella conchiglia? È una madreperla;0;conchiglia;madreperla;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel dispositivo? È una calamita;0;dispositivo;calamita;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella spezia? È un peperoncino;0;spezia;peperoncino;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel tubetto? È una colla;0;tubetto;colla;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel corteo? È una processione;0;corteo;processione;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella conserva? È una marmellata;0;conserva;marmellata;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella pianticella? È un'ortica;0;pianticella;ortica;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel frutto? È una fragola;0;frutto;fragola;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quello sciroppo? È una medicina;0;sciroppo;medicina;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel segnale? È un faro;0;segnale;faro;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel predatore? È una iena;0;predatore;iena;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella sostanza? È una droga;0;sostanza;droga;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella roccia? È un granito;0;roccia;granito;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel deposito? È una banca;0;deposito;banca;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel marchingegno? È un'antenna;0;marchingegno;antenna;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel tubo? È un termosifone;0;tubo;termosifone;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel rapace? È un avvoltoio;0;rapace;avvoltoio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'attrezzo? È un trapano;0;attrezzo;trapano;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella vignetta? È un rebus;0;vignetta;rebus;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel fungo? È un tartufo;0;fungo;tartufo;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel contatore? È un cronometro;0;contatore;cronometro;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quello giacimento? È una miniera;0;giacimento;miniera;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel mostro? È un drago;0;mostro;drago;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel serpente? È una vipera;0;serpente;vipera;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'animale? È un orso;0;animale;orso;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel comunicato? È un telegramma;0;comunicato;telegramma;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella valle? È un burrone;0;valle;burrone;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel vetro? È un cristallo;0;vetro;cristallo;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'astro? È una stella;0;astro;stella;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel convoglio? È un treno;0;convoglio;treno;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel dolce? È un sorbetto;0;dolce;sorbetto;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel filo? È una matassa;0;filo;matassa;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel tessuto? È un velluto;0;tessuto;velluto;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel giocattolo? È un bambolotto;0;giocattolo;bambolotto;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'indigeno? È un cannibale;0;indigeno;cannibale;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella rupe? È un precipizio;0;rupe;precipizio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella stoffa? È una seta;0;stoffa;seta;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel pupazzo? È un burattino;0;pupazzo;burattino;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel volatile? È una libellula;0;volatile;libellula;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel profumo? È un'essenza;0;profumo;essenza;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella parete? È un muro;0;parete;muro;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel liquido? È un acido;0;liquido;acido;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel formaggio? È una ricotta;0;formaggio;ricotta;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'apparecchio? È un registratore;0;apparecchio;registratore;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quello strumento? È una bussola;0;strumento;bussola;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel trattamento? È un massaggio;0;trattamento;massaggio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quell'espressione? È una bestemmia;0;espressione;bestemmia;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella recita? È una farsa;0;recita;farsa;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella sirena? È un antifurto;0;sirena;antifurto;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quel viaggio? È un pellegrinaggio;0;viaggio;pellegrinaggio;;;;;;;;;;
Dataset_Bambini2016;Nominal predicative;Sai che cos'è quella ceramica? È una porcellana;0;ceramica;porcellana;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;acconciatura cespuglio;1;acconciatura;cespuglio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;giacca forno;1;giacca;forno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;guancia pesca;1;guancia;pesca;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;torta montagna;1;torta;montagna;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;voce tromba;1;voce;tromba;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;allegria calamita;1;allegria;calamita;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;bacio peperoncino;1;bacio;peperoncino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;bocca fragola;1;bocca;fragola;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;archivio miniera;1;archivio;miniera;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;vestito tenda;1;vestito;tenda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;lago cristallo;1;lago;cristallo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;progresso treno;1;progresso;treno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;neve sorbetto;1;neve;sorbetto;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;moda onda;1;moda;onda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;filosofia bussola;1;filosofia;bussola;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;foglio lama;1;foglio;lama;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ricordo cicatrice;1;ricordo;cicatrice;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;orecchio padella;1;orecchio;padella;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fantasia arcobaleno;1;fantasia;arcobaleno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;mano grattugia;1;mano;grattugia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;naso uncino;1;naso;uncino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;denti ghigliottina;1;denti;ghigliottina;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;palpebre serranda;1;palpebre;serranda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ciglia ventaglio;1;ciglia;ventaglio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;caviglia pallone;1;caviglia;pallone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;unghia ruspa;1;unghia;ruspa;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pelo ago;1;pelo;ago;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fabbrica alveare;1;fabbrica;alveare;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;luna palloncino;1;luna;palloncino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sigaretta  proiettile;1;sigaretta ;proiettile;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;stanza discarica;1;stanza;discarica;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;computer  tartaruga;1;computer ;tartaruga;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cappello fungo;1;cappello;fungo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;grondaia scolapasta;1;grondaia;scolapasta;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sonaglio camomilla;1;sonaglio;camomilla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;firma geroglifico;1;firma;geroglifico;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;abiti petali;1;abiti;petali;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;mare smeraldo;1;mare;smeraldo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pannolino diga;1;pannolino;diga;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;aspirapolvere astronave;1;aspirapolvere;astronave;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;bar  cimitero;1;bar ;cimitero;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;linguaggio  ponte;1;linguaggio ;ponte;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;dubbio ombra;1;dubbio;ombra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sogni ali;1;sogni;ali;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;svago oasi;1;svago;oasi;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;umiliazione tatuaggio;1;umiliazione;tatuaggio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;debito catena;1;debito;catena;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;autismo cactus;1;autismo;cactus;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ottimismo batteria;1;ottimismo;batteria;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sarcasmo pugnale;1;sarcasmo;pugnale;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;censura manette;1;censura;manette;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ignoranza prigione;1;ignoranza;prigione;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;verità torcia;1;verità;torcia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;vaccino ombrello;1;vaccino;ombrello;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;corruzione ragnatela;1;corruzione;ragnatela;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;regole gabbia;1;regole;gabbia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;rimorso spina;1;rimorso;spina;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fedeltà nodo;1;fedeltà;nodo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;vita altalena;1;vita;altalena;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;speranza faro;1;speranza;faro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fede fiamma;1;fede;fiamma;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;intuizione chiavi;1;intuizione;chiavi;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pregiudizio benda;1;pregiudizio;benda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;stress bomba;1;stress;bomba;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;società mosaico;1;società;mosaico;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;politica giostra;1;politica;giostra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;intelligenza scala;1;intelligenza;scala;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;famiglia nido;1;famiglia;nido;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;orgoglio scudo;1;orgoglio;scudo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;curiosità lente;1;curiosità;lente;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;storia ruota;1;storia;ruota;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tradimento ferita;1;tradimento;ferita;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;memoria quaderno;1;memoria;quaderno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;opinione pendolo;1;opinione;pendolo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;menzogna maschera;1;menzogna;maschera;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;burocrazia labirinto;1;burocrazia;labirinto;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;poesia violino;1;poesia;violino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;istituzioni ingranaggi;1;istituzioni;ingranaggi;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;apparenza trappola;1;apparenza;trappola;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;idea scintilla;1;idea;scintilla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;anima pianoforte;1;anima;pianoforte;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;lusinga miele;1;lusinga;miele;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;silenzio muro;1;silenzio;muro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cinismo armatura;1;cinismo;armatura;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;motivazione molla;1;motivazione;molla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;entusiasmo vulcano;1;entusiasmo;vulcano;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;delusione crepa;1;delusione;crepa;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;paura tenaglia;1;paura;tenaglia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;solitudine guscio;1;solitudine;guscio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;coscienza specchio;1;coscienza;specchio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;talento diamante;1;talento;diamante;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;amicizia cuscino;1;amicizia;cuscino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ossessione chiodo;1;ossessione;chiodo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;interrogatorio tritacarne;1;interrogatorio;tritacarne;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;insistenza trapano;1;insistenza;trapano;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cooperazione orchestra;1;cooperazione;orchestra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;parole pietre;1;parole;pietre;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;rancore miccia;1;rancore;miccia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tempo torrente;1;tempo;torrente;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pigiama stufa;1;pigiama;stufa;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pelle ceramica;1;pelle;ceramica;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pane spugna;1;pane;spugna;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;nebbia velo;1;nebbia;velo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sorriso sole;1;sorriso;sole;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;libro finestra;1;libro;finestra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;aula teatro;1;aula;teatro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;biblioteca tesoro;1;biblioteca;tesoro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;mondo serra;1;mondo;serra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;spaghetti colla;1;spaghetti;colla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tacchi trampoli;1;tacchi;trampoli;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cravatta cappio;1;cravatta;cappio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;patatine  cartone;1;patatine ;cartone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;labbra gommone;1;labbra;gommone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;vino rubino;1;vino;rubino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pianto cascata;1;pianto;cascata;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;piedi barca;1;piedi;barca;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;strada groviera;1;strada;groviera;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;barba lana;1;barba;lana;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sentiero nastro;1;sentiero;nastro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;orecchino lampadario;1;orecchino;lampadario;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cervello noce;1;cervello;noce;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;caffè benzina;1;caffè;benzina;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;aeroplano piuma;1;aeroplano;piuma;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;lacrime fontana;1;lacrime;fontana;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;contratto guinzaglio;1;contratto;guinzaglio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;film mattone;1;film;mattone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tramonto fuoco;1;tramonto;fuoco;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;nuvola perla;1;nuvola;perla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cespuglio more;0;more;cespuglio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;forno patate;0;patate;forno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pesca mele;0;mele;pesca;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;montagna valle;0;valle;montagna;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tromba flauto;0;flauto;tromba;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;calamita ferro;0;ferro;calamita;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;peperoncino spezie;0;spezie;peperoncino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fragola macedonia;0;macedonia;fragola;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;miniera piccone;0;piccone;miniera;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tenda vetri;0;vetri;tenda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cristallo bicchiere;0;bicchiere;cristallo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;treno stazione;0;stazione;treno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sorbetto slitta;0;slitta;sorbetto;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;onda schiuma;0;schiuma;onda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;bussola mappa;0;mappa;bussola;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;lama coltello;0;coltello;lama;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cicatrice taglio;0;taglio;cicatrice;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;padella verdure;0;verdure;padella;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;arcobaleno cielo;0;cielo;arcobaleno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;grattugia formaggio;0;formaggio;grattugia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;uncino capitano;0;capitano;uncino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ghigliottina boia;0;boia;ghigliottina;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;serranda negozio;0;negozio;serranda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ventaglio aria;0;aria;ventaglio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pallone calcio;0;calcio;pallone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ruspa cantiere;0;cantiere;ruspa;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ago filo;0;filo;ago;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;alveare polline;0;polline;alveare;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;palloncino gioco;0;gioco;palloncino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;proiettile pistola;0;pistola;proiettile;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;discarica rifiuto;0;rifiuto;discarica;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tartaruga stagno;0;stagno;tartaruga;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fungo bosco;0;bosco;fungo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;scolapasta pasta;0;pasta;scolapasta;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;camomilla margherita;0;margherita;camomilla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;geroglifico mummia;0;mummia;geroglifico;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;petali fiore;0;fiore;petali;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;smeraldo gemma;0;gemma;smeraldo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;diga acqua;0;acqua;diga;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;astronave razzo;0;razzo;astronave;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cimitero tomba;0;tomba;cimitero;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ponte fiume;0;fiume;ponte;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ombra buio;0;buio;ombra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ali volo;0;volo;ali;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;oasi palma;0;palma;oasi;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tatuaggio disegno;0;disegno;tatuaggio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;catena anello;0;anello;catena;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cactus deserto;0;deserto;cactus;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;batteria telefono;0;telefono;batteria;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pugnale spada;0;spada;pugnale;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;manette polsi;0;polsi;manette;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;prigione riformatorio;0;riformatorio;prigione;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;torcia grotta;0;grotta;torcia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ombrello pioggia;0;pioggia;ombrello;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ragnatela polvere;0;polvere;ragnatela;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;gabbia sbarre;0;sbarre;gabbia;;;;;;;;;;
